CP019093.1	800	2200	1401	*
CP019093.1	2500	31200	28701	*
CP019093.1	31400	182600	151201	*
CP019093.1	183800	196200	12401	*
CP019093.1	196300	248100	51801	*
CP019093.1	248400	347600	99201	*
CP019093.1	347700	384000	36301	*
CP019093.1	384100	515600	131501	*
CP019093.1	516300	547700	31401	*
CP019093.1	547900	558500	10601	*
CP019093.1	558600	657600	99001	*
CP019093.1	657700	698800	41101	*
CP019093.1	699600	702100	2501	*
CP019093.1	702300	761300	59001	*
CP019093.1	761500	920800	159301	*
CP019093.1	921000	1007400	86401	*
CP019093.1	1007600	1008600	1001	*
CP019093.1	1013300	1079900	66601	*
CP019093.1	1080300	1082200	1901	*
CP019093.1	1082300	1086300	4001	*
CP019093.1	1086400	1194200	107801	*
CP019093.1	1196500	1202600	6101	*
CP019093.1	1202700	1203700	1001	*
CP019093.1	1204700	1208000	3301	*
CP019093.1	1208100	1528800	320701	*
CP019093.1	1530700	1531700	1001	*
CP019093.1	1531800	1534000	2201	*
CP019093.1	1534100	1857500	323401	*
CP019093.1	1857600	1887600	30001	*
CP019093.1	1888700	1952400	63701	*
CP019093.1	1952700	1955500	2801	*
CP019093.1	1955700	1960300	4601	*
CP019093.1	1962400	2069500	107101	*
CP019093.1	2069700	2121000	51301	*
CP019093.1	2121200	2178100	56901	*
CP019093.1	2178200	2243500	65301	*
CP019093.1	2243900	2261900	18001	*
CP019093.1	2262300	2269000	6701	*
CP019093.1	2269400	2568400	299001	*
CP019093.1	2570400	2594800	24401	*
CP019093.1	2595100	2672300	77201	*
CP019093.1	2672800	2677300	4501	*
CP019093.1	2677700	2753900	76201	*
CP019093.1	2754400	2802000	47601	*
CP019093.1	2802300	2803400	1101	*
CP019093.1	2804000	2809800	5801	*
CP019093.1	2811800	2888400	76601	*
CP019093.1	2888600	2915500	26901	*
CP019093.1	2915600	2981500	65901	*
CP019093.1	2981600	3075100	93501	*
CP019093.1	3075200	3079200	4001	*
CP019093.1	3084100	3109400	25301	*
CP019093.1	3109500	3115600	6101	*
CP019093.1	3115700	3124000	8301	*
CP019093.1	3124100	3125800	1701	*
CP019093.1	3125900	3192300	66401	*
CP019093.1	3192800	3203900	11101	*
CP019093.1	3204000	3236400	32401	*
CP019093.1	3236800	3394600	157801	*
CP019093.1	3394800	3395900	1101	*
CP019093.1	3396000	3412600	16601	*
CP019093.1	3412700	3416300	3601	*
CP019093.1	3416500	3425100	8601	*
CP019093.1	3426000	3455800	29801	*
CP019093.1	3456000	3522600	66601	*
CP019093.1	3523200	3600500	77301	*
CP019093.1	3600600	3644100	43501	*
CP019093.1	3644900	3707000	62101	*
CP019093.1	3709300	3712100	2801	*
CP019093.1	3714500	3716800	2301	*
CP019093.1	3718200	3835000	116801	*
CP019093.1	3835400	3836900	1501	*
CP019093.1	3837100	3866000	28901	*
CP019093.1	3871300	3874000	2701	*
CP019093.1	3874200	3880100	5901	*
CP019093.1	3880200	3906200	26001	*
CP019093.1	3906300	3910000	3701	*
CP019093.1	3910400	3913300	2901	*
CP019093.1	3914000	3921300	7301	*
CP019093.1	3922100	3923200	1101	*
CP019093.1	3923300	3925600	2301	*
CP019093.1	3925700	3934300	8601	*
CP019093.1	3934800	3959800	25001	*
CP019093.1	3962300	3963300	1001	*
CP019093.1	3964600	3965800	1201	*
CP019093.1	3965900	3967600	1701	*
CP019093.1	3967700	3980100	12401	*
CP019093.1	3980400	4011000	30601	*
CP019093.1	4011100	4041500	30401	*
CP019093.1	4041600	4049200	7601	*
CP019093.1	4049400	4103500	54101	*
CP019093.1	4104100	4114700	10601	*
CP019093.1	4114800	4131300	16501	*
CP019093.1	4131400	4145300	13901	*
CP019093.1	4145400	4173600	28201	*
CP019093.1	4173900	4190100	16201	*
CP019093.1	4190200	4204200	14001	*
CP019093.1	4204300	4218500	14201	*
CP019093.1	4218600	4240000	21401	*
CP019093.1	4242400	4245000	2601	*
CP019093.1	4245300	4249000	3701	*
CP019093.1	4265100	4266500	1401	*
CP019093.1	4268100	4269500	1401	*
CP019093.1	4270400	4273800	3401	*
CP019093.1	4274000	4281000	7001	*
CP019093.1	4281300	4287700	6401	*
CP019093.1	4289900	4292200	2301	*
CP019093.1	4294800	4313500	18701	*
CP019093.1	4313700	4315400	1701	*
CP019093.1	4316800	4387200	70401	*
CP019093.1	4388300	4390600	2301	*
CP019093.1	4399200	4409600	10401	*
CP019093.1	4410100	4411100	1001	*
CP019093.1	4414200	4416000	1801	*
CP019093.1	4417900	4421200	3301	*
CP019093.1	4421500	4426500	5001	*
CP019093.1	4426800	4429900	3101	*
CP019093.1	4430300	4433100	2801	*
CP019093.1	4433200	4439200	6001	*
CP019093.1	4440200	4511800	71601	*
CP019093.1	4513600	4647900	134301	*
CP019093.1	4648000	4690500	42501	*
CP019093.1	4690800	4770800	80001	*
CP019093.1	4771200	4806500	35301	*
CP019093.1	4807700	4814100	6401	*
CP019093.1	4814200	4824500	10301	*
CP019093.1	4826800	4827800	1001	*
CP019093.1	4832100	4833100	1001	*
CP019093.1	4833400	4836200	2801	*
CP019093.1	4836300	4851800	15501	*
CP019093.1	4853300	4861400	8101	*
CP019093.1	4861700	4866800	5101	*
CP019093.1	4867000	4876200	9201	*
CP019093.1	4877200	5003900	126701	*
CP019093.1	5006100	5061000	54901	*
CP019093.1	5061100	5067500	6401	*
CP019093.1	5067600	5071100	3501	*
CP019093.1	5071200	5082100	10901	*
CP019093.1	5082800	5088200	5401	*
CP019093.1	5092200	5102100	9901	*
CP019093.1	5102800	5104400	1601	*
CP019093.1	5105100	5108400	3301	*
CP019093.1	5112900	5115000	2101	*
CP019093.1	5115800	5121800	6001	*
CP019093.1	5125400	5128800	3401	*
CP019093.1	5130400	5131900	1501	*
CP019093.1	5132000	5139200	7201	*
CP019093.1	5139500	5140500	1001	*
CP019093.1	5141900	5143300	1401	*
CP019093.1	5150800	5152600	1801	*
CP019093.1	5152700	5156700	4001	*
CP019093.1	5156800	5158100	1301	*
CP019093.1	5158500	5161900	3401	*
CP019093.1	5167000	5170900	3901	*
CP019093.1	5172200	5178300	6101	*
CP019093.1	5180900	5182800	1901	*
CP019093.1	5183400	5184700	1301	*
CP019093.1	5185000	5194900	9901	*
CP019093.1	5195700	5197400	1701	*
CP019093.1	5197500	5199300	1801	*
CP019093.1	5202100	5203800	1701	*
CP019093.1	5210200	5213300	3101	*
CP019093.1	5213600	5216000	2401	*
CP019093.1	5216100	5217900	1801	*
CP019093.1	5218100	5223600	5501	*
CP019093.1	5223700	5227000	3301	*
CP019093.1	5228300	5239000	10701	*
CP019093.1	5239200	5243800	4601	*
CP019093.1	5243900	5245800	1901	*
CP019093.1	5246100	5249400	3301	*
CP019093.1	5251400	5253200	1801	*
CP019093.1	5253300	5255500	2201	*
CP019093.1	5255700	5256700	1001	*
CP019093.1	5257400	5260100	2701	*
CP019093.1	5261300	5266200	4901	*
CP019093.1	5266400	5271100	4701	*
CP019093.1	5272100	5280500	8401	*
CP019093.1	5281500	5284100	2601	*
CP019093.1	5284200	5290200	6001	*
CP019093.1	5290600	5293200	2601	*
CP019093.1	5293300	5297200	3901	*
CP019093.1	5297800	5299700	1901	*
CP019093.1	5299900	5301000	1101	*
CP019093.1	5301200	5302500	1301	*
CP019093.1	5308000	5311900	3901	*
CP019093.1	5313000	5317100	4101	*
CP019093.1	5318700	5319800	1101	*
CP019093.1	5324500	5338200	13701	*
CP019093.1	5339200	5342200	3001	*
CP019093.1	5344500	5347600	3101	*
CP019093.1	5355800	5357600	1801	*
CP019093.1	5357700	5360400	2701	*
CP019093.1	5361800	5363200	1401	*
CP019093.1	5363300	5366500	3201	*
CP019093.1	5366900	5368200	1301	*
CP019093.1	5369300	5374200	4901	*
CP019093.1	5374800	5378300	3501	*
CP019093.1	5379900	5381500	1601	*
CP019093.1	5381600	5661900	280301	*
CP019093.1	5663000	5691700	28701	*
CP019093.1	5692400	5697200	4801	*
CP019093.1	5699200	5720800	21601	*
CP019093.1	5720900	5953500	232601	*
CP019093.1	5953600	5960500	6901	*
CP019093.1	5961900	5967400	5501	*
CP019093.1	5969200	5974300	5101	*
CP019093.1	5975500	5984200	8701	*
CP019093.1	5984400	5999400	15001	*
CP019093.1	5999900	6078900	79001	*
CP019093.1	6079000	6167000	88001	*
CP019093.1	6167100	6323200	156101	*
CP019093.1	6324600	6327500	2901	*
CP019093.1	6327600	6333300	5701	*
CP019093.1	6334000	6339900	5901	*
CP019093.1	6340200	6346400	6201	*
CP019093.1	6348800	6350200	1401	*
CP019093.1	6350600	6374800	24201	*
CP019093.1	6375000	6376100	1101	*
CP019093.1	6376200	6380300	4101	*
CP019093.1	6380700	6383300	2601	*
CP019093.1	6383700	6385400	1701	*
CP019093.1	6388900	6390100	1201	*
CP019093.1	6390200	6392700	2501	*
CP019093.1	6393300	6394400	1101	*
CP019093.1	6396000	6401700	5701	*
CP019093.1	6403000	6406200	3201	*
CP019093.1	6407000	6507000	100001	*
CP019093.1	6507900	6581200	73301	*
CP019093.1	6581300	6637300	56001	*
CP019093.1	6637600	6695700	58101	*
CP019093.1	6697200	6700000	2801	*
CP019093.1	6701700	6703600	1901	*
CP019093.1	6705300	6707200	1901	*
CP019093.1	6707400	6708400	1001	*
CP019093.1	6708500	6710000	1501	*
CP019093.1	6711100	6712200	1101	*
CP019093.1	6714500	6715600	1101	*
CP019093.1	6717400	6723300	5901	*
CP019093.1	6724400	6726300	1901	*
CP019093.1	6726600	6727600	1001	*
CP019093.1	6728900	6732200	3301	*
CP019093.1	6733100	6736700	3601	*
CP019093.1	6737200	6840200	103001	*
CP019093.1	6840400	6851100	10701	*
CP019093.1	6853800	6854900	1101	*
CP019093.1	6855000	6937400	82401	*
CP019093.1	6937500	6942200	4701	*
CP019093.1	6942300	7019100	76801	*
CP019093.1	7019200	7187800	168601	*
CP019093.1	7187900	7267300	79401	*
CP019093.1	7268100	7269200	1101	*
CP019093.1	7269300	7393400	124101	*
CP019093.1	7396300	7398000	1701	*
CP019093.1	7398700	7400300	1601	*
CP019093.1	7400600	7404800	4201	*
CP019093.1	7405100	7419200	14101	*
CP019093.1	7419300	7420800	1501	*
CP019093.1	7421400	7435400	14001	*
CP019093.1	7435900	7621200	185301	*
CP019093.1	7622400	7648300	25901	*
CP019093.1	7648400	7679700	31301	*
CP019093.1	7680900	7704100	23201	*
CP019093.1	7704200	7706600	2401	*
CP019093.1	7706700	7934300	227601	*
CP019093.1	7934500	7937300	2801	*
CP019093.1	7944700	7952100	7401	*
CP019093.1	7955000	7959300	4301	*
CP019093.1	7960300	7971500	11201	*
CP019093.1	7972400	7974100	1701	*
CP019093.1	7974900	7978200	3301	*
CP019093.1	7979500	7980600	1101	*
CP019093.1	7981000	8082700	101701	*
CP019093.1	8083000	8100900	17901	*
CP019093.1	8101600	8280200	178601	*
CP019093.1	8280300	8311800	31501	*
CP019093.1	8312000	8382700	70701	*
CP019093.1	8383900	8660700	276801	*
CP019093.1	8661600	8662600	1001	*
CP019093.1	8662900	8683900	21001	*
CP019093.1	8684000	8685400	1401	*
CP019093.1	8687500	8690400	2901	*
CP019093.1	8690500	8701100	10601	*
CP019093.1	8701200	8876300	175101	*
CP019093.1	8876400	8934800	58401	*
CP019093.1	8935500	9288000	352501	*
CP019093.1	9288800	9407200	118401	*
CP019093.1	9407300	9519000	111701	*
CP019093.1	9520100	9530100	10001	*
CP019093.1	9530400	9567000	36601	*
CP019093.1	9567900	9797500	229601	*
CP019093.1	9797600	9853600	56001	*
CP019093.1	9853700	9933400	79701	*
CP019093.1	9934000	9965800	31801	*
CP019093.1	9965900	10011800	45901	*
CP019093.1	10012900	10093100	80201	*
CP019093.1	10093200	10490700	397501	*
CP019093.1	10491000	10652300	161301	*
CP019093.1	10652400	10676000	23601	*
CP019093.1	10681300	10685800	4501	*
CP019093.1	10685900	10749000	63101	*
CP019093.1	10750300	10855700	105401	*
CP019093.1	10856900	10871400	14501	*
CP019093.1	10871900	11116100	244201	*
CP019093.1	11116900	11210700	93801	*
CP019093.1	11210800	11312000	101201	*
CP019093.1	11313800	11315200	1401	*
CP019093.1	11316400	11318000	1601	*
CP019093.1	11319200	11322000	2801	*
CP019093.1	11322300	11335400	13101	*
CP019093.1	11336600	11448000	111401	*
CP019093.1	11448100	11466900	18801	*
CP019093.1	11467700	11493700	26001	*
CP019093.1	11493800	11534300	40501	*
CP019093.1	11534400	11539400	5001	*
CP019093.1	11539600	11578200	38601	*
CP019093.1	11578300	11587100	8801	*
CP019093.1	11587500	11953700	366201	*
CP019093.1	11953900	11956400	2501	*
CP019093.1	11956600	11994600	38001	*
CP019093.1	11995600	11998800	3201	*
CP019093.1	11999500	12000700	1201	*
CP019093.1	12000900	12002300	1401	*
CP019093.1	12003800	12015300	11501	*
CP019093.1	12015400	12021400	6001	*
CP019093.1	12021800	12033700	11901	*
CP019093.1	12034100	12036300	2201	*
CP019093.1	12037300	12042600	5301	*
CP019093.1	12043900	12084100	40201	*
CP019093.1	12084200	12098200	14001	*
CP019093.1	12099800	12125400	25601	*
CP019093.1	12126300	12137300	11001	*
CP019093.1	12137700	12139100	1401	*
CP019093.1	12140400	12197700	57301	*
CP019093.1	12198100	12199600	1501	*
CP019093.1	12199700	12217300	17601	*
CP019093.1	12217400	12229500	12101	*
CP019093.1	12230800	12258600	27801	*
CP019093.1	12258800	12262700	3901	*
CP019093.1	12263200	12275300	12101	*
CP019093.1	12276000	12290900	14901	*
CP019093.1	12291400	12294000	2601	*
CP019093.1	12294300	12299900	5601	*
CP019093.1	12300800	12307400	6601	*
CP019093.1	12308100	12309900	1801	*
CP019093.1	12311500	12320900	9401	*
CP019093.1	12321200	12331400	10201	*
CP019093.1	12331500	12348500	17001	*
CP019093.1	12349300	12353500	4201	*
CP019093.1	12354400	12358200	3801	*
CP019093.1	12360100	12361700	1601	*
CP019093.1	12361800	12366200	4401	*
CP019093.1	12367500	12369300	1801	*
CP019093.1	12369600	12378100	8501	*
CP019093.1	12378300	12385200	6901	*
CP019093.1	12387900	12396400	8501	*
CP019093.1	12397100	12403800	6701	*
CP019093.1	12403900	12408100	4201	*
CP019093.1	12408300	12415900	7601	*
CP019093.1	12416200	12420000	3801	*
CP019093.1	12420300	12424200	3901	*
CP019093.1	12426400	12428000	1601	*
CP019093.1	12428800	12433600	4801	*
CP019093.1	12433800	12436200	2401	*
CP019093.1	12439300	12441800	2501	*
CP019093.1	12441900	12450000	8101	*
CP019093.1	12450100	12454400	4301	*
CP019093.1	12455200	12459900	4701	*
CP019093.1	12461900	12483000	21101	*
CP019093.1	12485000	12486000	1001	*
CP019093.1	12486100	12503400	17301	*
CP019093.1	12503800	12513400	9601	*
CP019093.1	12513500	12514900	1401	*
CP019093.1	12516200	12528900	12701	*
CP019093.1	12530700	12539200	8501	*
CP019093.1	12541500	12544100	2601	*
CP019093.1	12545400	12548600	3201	*
CP019093.1	12549200	12552000	2801	*
CP019093.1	12552700	12559000	6301	*
CP019093.1	12561300	12562500	1201	*
CP019093.1	12563800	12569500	5701	*
CP019093.1	12573000	12578700	5701	*
CP019093.1	12580000	12581300	1301	*
CP019093.1	12583300	12588700	5401	*
CP019093.1	12588800	12591200	2401	*
CP019093.1	12591400	12593700	2301	*
CP019093.1	12594700	12604700	10001	*
CP019093.1	12604800	12611900	7101	*
CP019093.1	12612000	12720600	108601	*
CP019093.1	12721300	12765600	44301	*
CP019093.1	12766800	12768400	1601	*
CP019093.1	12768600	12776500	7901	*
CP019093.1	12776800	12894200	117401	*
CP019093.1	12894400	12930100	35701	*
